Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference
Bacillus anthracis,AE017225,79,35,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6235,--
Bacillus anthracis,AE017225,79,35,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6271,--
Bacillus anthracis,AE017225,79,35,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6365,--
Bacillus anthracis,AE017225,78,34,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6770,--
Bacillus anthracis,AE017225,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6957,--
Bacillus anthracis,AE017225,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_7283,--
Bacillus anthracis,AE017225,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_7315,--
Bacillus anthracis,AE017225,78,34,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_8011,--
Bacillus anthracis,AE017225,78,34,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_8013,--
Bacillus anthracis,AE017225,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_8467,--
Bacillus anthracis,AE017225,79,35,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_10395,--
Bacillus anthracis,AE017225,79,35,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_15384,--
Bacillus anthracis,AE017225,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_15955,--
Bacillus anthracis,AE017225,79,35,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_16049,--
Bacillus anthracis,AE017225,78,34,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_16761,--
Bacillus anthracis,AE017225,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17419,--
Bacillus anthracis,AE017225,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17451,--
Bacillus anthracis,AE017225,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17473,--
Bacillus anthracis,AE017225,78,34,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17831,--
Bacillus anthracis,AE017225,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18521,--
Bacillus anthracis,AE017225,78,34,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18564,--
Bacillus anthracis,AE017225,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18865,--
Bacillus anthracis,AE017225,79,35,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_20226,--
Bacillus anthracis,AE017225,79,35,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_20306,--
Bacillus anthracis,AE017225,80,36,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_20673,--
Bacillus anthracis,AE017225,80,36,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22247,--
Bacillus anthracis,AE017225,80,36,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22768,--
Bacillus anthracis,AE017225,80,36,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24163,--
Bacillus anthracis,AE017225,79,35,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_25612,--
Bacillus anthracis,AE017225,79,35,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_26370,--
