Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID2,Reference
Ochrobactrum anthropi,AJ867291,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_1120,--
Ochrobactrum anthropi,AJ867298,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_1482,--
Ochrobactrum anthropi,AJ867314,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_1561,--
Ochrobactrum anthropi,AJ867304,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_1568,--
Ochrobactrum anthropi,AJ867299,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_1809,--
Ochrobactrum anthropi,AJ867289,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_1821,--
Ochrobactrum anthropi,AJ867305,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_1847,--
Ochrobactrum anthropi,AJ867315,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_1854,--
Ochrobactrum anthropi,AJ867290,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_2042,--
Ochrobactrum anthropi,AJ242578,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_2127,--
Ochrobactrum anthropi,AJ867309,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_2380,--
Ochrobactrum anthropi,AJ867319,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_2385,--
Ochrobactrum anthropi,AJ867295,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_2462,--
Ochrobactrum anthropi,AJ867310,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_2599,--
Ochrobactrum anthropi,AJ867300,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_2611,--
Ochrobactrum anthropi,AJ242580,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_2666,--
Ochrobactrum anthropi,AJ867301,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_2918,--
Ochrobactrum anthropi,AJ867311,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_2923,--
Ochrobactrum anthropi,AJ867318,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_3286,--
Ochrobactrum anthropi,AJ867308,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_3291,--
Ochrobactrum anthropi,AJ867294,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_3316,--
Ochrobactrum anthropi,AJ867313,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_3560,--
Ochrobactrum anthropi,AJ867303,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_3563,--
Ochrobactrum anthropi,AJ242577,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_3683,--
Ochrobactrum anthropi,AJ867296,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_3960,--
Ochrobactrum anthropi,AJ867297,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_4287,--
Ochrobactrum anthropi,AJ867302,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_4357,--
Ochrobactrum anthropi,AJ867312,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_4363,--
Ochrobactrum anthropi,AJ242576,76,32,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_4546,--
Ochrobactrum anthropi,AJ867316,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_20674,--
Ochrobactrum anthropi,AJ867297,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_20937,--
Ochrobactrum anthropi,AJ867295,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_20989,--
Ochrobactrum anthropi,AJ867314,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21187,--
Ochrobactrum anthropi,AJ242578,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21349,--
Ochrobactrum anthropi,AJ867310,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21362,--
Ochrobactrum anthropi,AJ867291,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21423,--
Ochrobactrum anthropi,AJ867309,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21498,--
Ochrobactrum anthropi,AJ867293,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21633,--
Ochrobactrum anthropi,AJ867312,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21762,--
Ochrobactrum anthropi,AJ867294,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21914,--
Ochrobactrum anthropi,AJ242580,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22014,--
Ochrobactrum anthropi,AJ867315,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22046,--
Ochrobactrum anthropi,AJ867317,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22269,--
Ochrobactrum anthropi,AJ867296,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22325,--
Ochrobactrum anthropi,AJ867292,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22468,--
Ochrobactrum anthropi,X95892,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22566,--
Ochrobactrum anthropi,AJ867313,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22665,--
Ochrobactrum anthropi,AJ867311,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22706,--
Ochrobactrum anthropi,AJ867289,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22803,--
Ochrobactrum anthropi,AJ867308,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22890,--
Ochrobactrum anthropi,AJ867290,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22960,--
Ochrobactrum anthropi,AJ867304,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_23083,--
Ochrobactrum anthropi,AJ867320,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_23184,--
Ochrobactrum anthropi,AJ242577,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_23301,--
Ochrobactrum anthropi,AJ867306,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_23486,--
Ochrobactrum anthropi,AJ867302,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_23576,--
Ochrobactrum anthropi,AJ867319,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24001,--
Ochrobactrum anthropi,AJ867298,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24017,--
Ochrobactrum anthropi,AJ867300,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24087,--
Ochrobactrum anthropi,AJ242576,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24240,--
Ochrobactrum anthropi,AJ867307,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24412,--
Ochrobactrum anthropi,AJ867305,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24461,--
Ochrobactrum anthropi,AJ867321,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24716,--
Ochrobactrum anthropi,AJ867318,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24783,--
Ochrobactrum anthropi,AJ867301,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24955,--
Ochrobactrum anthropi,AJ867299,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_25015,--
Ochrobactrum anthropi,AJ867303,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_25151,--
Ochrobactrum grignonense,AJ867326,27,19,4,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_tRNA_N_2551,--
Ochrobactrum grignonense,AJ242581,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3008,--
Ochrobactrum grignonense,AJ242581,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21240,--
Ochrobactrum grignonense,AJ867326,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_23810,--
Ochrobactrum intermedium,AJ867338,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_107,--
